State,District,Market,Commodity Group,Commodity,Date,MSP,Arrival Quantity,Arrival Unit,Min Price ,Modal Price,Max Price,Price Unit
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Onion,27-07-23,0,1.4,Metric Tonnes,1200,1260,1300,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Potato,27-07-23,0,8,Metric Tonnes,1121,1182,1200,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Tomato,27-07-23,0,1.2,Metric Tonnes,1500,1560,1600,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Onion,28-07-23,0,1.5,Metric Tonnes,1200,1260,1300,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Potato,28-07-23,0,9,Metric Tonnes,1121,1182,1300,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Tomato,28-07-23,0,1.5,Metric Tonnes,1200,1260,1300,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Onion,29-07-23,0,1.7,Metric Tonnes,1300,1360,1400,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Potato,29-07-23,0,12,Metric Tonnes,1200,1260,1300,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Onion,30-07-23,0,1.8,Metric Tonnes,1300,1360,1400,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Potato,30-07-23,0,13,Metric Tonnes,1200,1260,1300,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Onion,31-07-23,0,2,Metric Tonnes,1300,1360,1400,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Potato,31-07-23,0,14,Metric Tonnes,1200,1260,1300,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Onion,01-08-23,0,3,Metric Tonnes,1300,1360,1400,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Potato,01-08-23,0,16,Metric Tonnes,1200,1260,1300,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Onion,02-08-23,0,3,Metric Tonnes,1300,1360,1400,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Potato,02-08-23,0,16,Metric Tonnes,1200,1260,1300,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Onion,05-08-23,0,3,Metric Tonnes,1300,1360,1400,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Potato,05-08-23,0,16,Metric Tonnes,1200,1260,1300,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Onion,06-08-23,0,1.4,Metric Tonnes,900,950,1000,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Potato,06-08-23,0,10,Metric Tonnes,800,850,900,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Onion,07-08-23,0,2,Metric Tonnes,900,950,1000,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Potato,07-08-23,0,9,Metric Tonnes,800,850,900,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Onion,08-08-23,0,3,Metric Tonnes,900,950,1000,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Potato,08-08-23,0,8,Metric Tonnes,800,850,900,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Onion,09-08-23,0,4,Metric Tonnes,900,950,1000,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Potato,09-08-23,0,9,Metric Tonnes,800,850,900,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Onion,10-08-23,0,5,Metric Tonnes,900,950,1000,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Potato,10-08-23,0,8,Metric Tonnes,800,850,900,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Onion,11-08-23,0,6,Metric Tonnes,900,950,1000,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Potato,11-08-23,0,9,Metric Tonnes,800,850,900,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Onion,12-08-23,0,12,Metric Tonnes,1150,1200,1260,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Potato,12-08-23,0,9,Metric Tonnes,800,860,900,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Onion,13-08-23,0,1.6,Metric Tonnes,1150,1200,1260,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Potato,13-08-23,0,9,Metric Tonnes,800,860,900,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Onion,14-08-23,0,1.2,Metric Tonnes,1150,1200,1260,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Potato,14-08-23,0,8,Metric Tonnes,800,860,900,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Onion,15-08-23,0,1.1,Metric Tonnes,1150,1200,1260,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Potato,15-08-23,0,9,Metric Tonnes,800,860,900,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Onion,17-08-23,0,1,Metric Tonnes,1150,1200,1260,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Potato,17-08-23,0,9,Metric Tonnes,800,860,900,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Onion,18-08-23,0,1.5,Metric Tonnes,1150,1200,1260,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Potato,18-08-23,0,10,Metric Tonnes,800,860,900,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Onion,19-08-23,0,1,Metric Tonnes,1100,1160,1200,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Potato,19-08-23,0,9,Metric Tonnes,900,950,1000,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Tomato,19-08-23,0,1.1,Metric Tonnes,4200,4300,4400,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Onion,20-08-23,0,1.1,Metric Tonnes,1100,1160,1200,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Potato,20-08-23,0,8,Metric Tonnes,900,950,1000,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Tomato,20-08-23,0,1,Metric Tonnes,4200,4300,4400,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Onion,21-08-23,0,1.2,Metric Tonnes,1100,1160,1200,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Potato,21-08-23,0,9,Metric Tonnes,900,950,1000,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Onion,22-08-23,0,1.6,Metric Tonnes,1100,1160,1200,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Potato,22-08-23,0,8,Metric Tonnes,900,950,1000,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Tomato,22-08-23,0,1.2,Metric Tonnes,4200,4300,4400,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Onion,23-08-23,0,1.4,Metric Tonnes,1100,1160,1200,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Potato,23-08-23,0,9,Metric Tonnes,900,950,1000,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Tomato,23-08-23,0,1.3,Metric Tonnes,4200,4300,4400,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Onion,24-08-23,0,1.5,Metric Tonnes,1100,1160,1200,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Potato,24-08-23,0,10,Metric Tonnes,900,950,1000,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Tomato,24-08-23,0,1.4,Metric Tonnes,4200,4300,4400,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Onion,25-08-23,0,1,Metric Tonnes,1160,1200,1300,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Potato,25-08-23,0,9,Metric Tonnes,950,1000,1070,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Tomato,25-08-23,0,0.8,Metric Tonnes,4300,4400,4500,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Onion,26-08-23,0,1.1,Metric Tonnes,1160,1200,1300,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Potato,26-08-23,0,6,Metric Tonnes,950,1000,1070,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Tomato,26-08-23,0,0.7,Metric Tonnes,4300,4400,4500,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Onion,27-08-23,0,1,Metric Tonnes,1160,1200,1300,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Potato,27-08-23,0,6.5,Metric Tonnes,950,1000,1070,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Tomato,27-08-23,0,0.8,Metric Tonnes,4000,4100,4200,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Onion,28-08-23,0,1.1,Metric Tonnes,1160,1200,1300,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Potato,28-08-23,0,6,Metric Tonnes,950,1000,1070,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Tomato,28-08-23,0,1,Metric Tonnes,4300,4400,4500,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Onion,31-08-23,0,1.1,Metric Tonnes,1160,1200,1300,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Potato,31-08-23,0,7.5,Metric Tonnes,950,1000,1070,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Tomato,31-08-23,0,1.2,Metric Tonnes,4300,4400,4500,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Onion,01-09-23,0,6,Metric Tonnes,1200,1270,1310,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Potato,01-09-23,0,16,Metric Tonnes,900,950,1000,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Tomato,01-09-23,0,1.5,Metric Tonnes,2200,2260,2300,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Onion,02-09-23,0,7,Metric Tonnes,1200,1270,1310,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Potato,02-09-23,0,10,Metric Tonnes,900,950,1000,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Tomato,02-09-23,0,1.6,Metric Tonnes,2200,2260,2300,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Onion,03-09-23,0,7.5,Metric Tonnes,1200,1270,1310,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Potato,03-09-23,0,11,Metric Tonnes,900,950,1000,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Tomato,03-09-23,0,1.5,Metric Tonnes,2200,2260,2300,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Onion,04-09-23,0,7.6,Metric Tonnes,1200,1270,1310,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Potato,04-09-23,0,10.5,Metric Tonnes,900,950,1000,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Tomato,04-09-23,0,1.6,Metric Tonnes,2200,2260,2300,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Onion,05-09-23,0,7,Metric Tonnes,1200,1270,1310,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Potato,05-09-23,0,10.6,Metric Tonnes,900,950,1000,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Tomato,05-09-23,0,1.8,Metric Tonnes,2200,2260,2300,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Onion,06-09-23,0,7.6,Metric Tonnes,1200,1270,1310,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Potato,06-09-23,0,10.7,Metric Tonnes,900,950,1000,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Tomato,06-09-23,0,2,Metric Tonnes,2200,2260,2300,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Onion,07-09-23,0,8,Metric Tonnes,1200,1270,1310,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Potato,07-09-23,0,10.9,Metric Tonnes,900,950,1000,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Tomato,07-09-23,0,1.8,Metric Tonnes,2200,2260,2300,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Onion,08-09-23,0,6,Metric Tonnes,1260,1300,1370,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Potato,08-09-23,0,6.5,Metric Tonnes,960,1000,1060,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Tomato,08-09-23,0,1.5,Metric Tonnes,2250,2300,2360,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Onion,09-09-23,0,6.5,Metric Tonnes,1260,1300,1370,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Potato,09-09-23,0,7,Metric Tonnes,960,1000,1060,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Tomato,09-09-23,0,1.6,Metric Tonnes,2250,2300,2360,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Onion,10-09-23,0,1.2,Metric Tonnes,2250,2300,2360,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Potato,10-09-23,0,6.5,Metric Tonnes,960,1000,1060,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Tomato,10-09-23,0,1.2,Metric Tonnes,2250,2300,2360,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Onion,11-09-23,0,6,Metric Tonnes,1260,1300,1370,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Potato,11-09-23,0,6.5,Metric Tonnes,960,1000,1060,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Tomato,11-09-23,0,1.2,Metric Tonnes,2250,2300,2360,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Onion,12-09-23,0,7,Metric Tonnes,1260,1300,1370,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Potato,12-09-23,0,5.5,Metric Tonnes,960,1000,1060,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Tomato,12-09-23,0,2,Metric Tonnes,2250,2300,2360,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Onion,13-09-23,0,6,Metric Tonnes,1400,1450,1500,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Potato,13-09-23,0,9,Metric Tonnes,900,960,1000,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Tomato,13-09-23,0,0.8,Metric Tonnes,1600,1700,1780,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Onion,14-09-23,0,6.5,Metric Tonnes,1400,1450,1500,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Potato,14-09-23,0,9.5,Metric Tonnes,900,960,1000,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Tomato,14-09-23,0,0.9,Metric Tonnes,1600,1700,1780,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Onion,15-09-23,0,8,Metric Tonnes,1400,1450,1500,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Potato,15-09-23,0,7,Metric Tonnes,900,960,1000,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Tomato,15-09-23,0,1,Metric Tonnes,1600,1700,1780,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Onion,16-09-23,0,9,Metric Tonnes,1400,1450,1500,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Potato,16-09-23,0,6,Metric Tonnes,900,960,1000,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Tomato,16-09-23,0,1.1,Metric Tonnes,1600,1700,1780,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Onion,17-09-23,0,8,Metric Tonnes,1400,1450,1500,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Potato,17-09-23,0,7,Metric Tonnes,900,960,1000,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Tomato,17-09-23,0,1.2,Metric Tonnes,1600,1700,1780,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Onion,18-09-23,0,4,Metric Tonnes,1400,1450,1500,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Potato,18-09-23,0,4,Metric Tonnes,900,960,1000,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Tomato,18-09-23,0,1,Metric Tonnes,1600,1700,1780,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Onion,19-09-23,0,1.4,Metric Tonnes,1450,1500,1580,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Potato,19-09-23,0,12,Metric Tonnes,960,1000,1080,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Tomato,19-09-23,0,1.3,Metric Tonnes,1660,1700,1780,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Onion,21-09-23,0,1.6,Metric Tonnes,1450,1500,1580,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Potato,21-09-23,0,15,Metric Tonnes,960,1000,1080,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Tomato,21-09-23,0,1.6,Metric Tonnes,1660,1700,1800,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Onion,22-09-23,0,1.5,Metric Tonnes,1450,1500,1580,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Potato,22-09-23,0,16,Metric Tonnes,960,1000,1080,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Tomato,22-09-23,0,1.7,Metric Tonnes,1660,1700,1780,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Onion,23-09-23,0,1.6,Metric Tonnes,1450,1500,1580,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Potato,23-09-23,0,17,Metric Tonnes,960,1000,1080,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Tomato,23-09-23,0,1.5,Metric Tonnes,1660,1700,1780,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Onion,25-09-23,0,9,Metric Tonnes,1300,1360,1400,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Potato,25-09-23,0,10,Metric Tonnes,950,1000,1070,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Tomato,25-09-23,0,3,Metric Tonnes,1610,1630,1700,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Onion,26-09-23,0,8,Metric Tonnes,1300,1360,1400,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Potato,26-09-23,0,11,Metric Tonnes,950,1000,1070,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Tomato,26-09-23,0,2,Metric Tonnes,1610,1630,1700,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Onion,27-09-23,0,9,Metric Tonnes,1300,1360,1400,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Potato,27-09-23,0,12,Metric Tonnes,950,1000,1070,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Tomato,27-09-23,0,3,Metric Tonnes,1610,1630,1700,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Onion,28-09-23,0,2,Metric Tonnes,1300,1360,1400,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Potato,28-09-23,0,11,Metric Tonnes,950,1000,1070,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Tomato,28-09-23,0,2.2,Metric Tonnes,1610,1630,1700,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Onion,29-09-23,0,1.8,Metric Tonnes,1300,1360,1400,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Potato,29-09-23,0,12,Metric Tonnes,950,1000,1070,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Tomato,29-09-23,0,2,Metric Tonnes,1610,1630,1700,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Onion,30-09-23,0,1.2,Metric Tonnes,1360,1400,1450,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Potato,30-09-23,0,9,Metric Tonnes,960,1000,1080,Rs./Quintal
Uttar Pradesh,Bulandshahar,Siyana APMC,Vegetables,Tomato,30-09-23,0,1.4,Metric Tonnes,1600,1660,1700,Rs./Quintal
Uttar Pradesh,Chandauli,Chandoli APMC,Vegetables,Onion,31-03-23,0,38,Metric Tonnes,1150,1230,1300,Rs./Quintal
Uttar Pradesh,Chandauli,Chandoli APMC,Vegetables,Potato,31-03-23,0,102.5,Metric Tonnes,630,660,730,Rs./Quintal
Uttar Pradesh,Chandauli,Chandoli APMC,Vegetables,Tomato,31-03-23,0,12.5,Metric Tonnes,750,800,900,Rs./Quintal
Uttar Pradesh,Chandauli,Chandoli APMC,Vegetables,Onion,02-04-23,0,35,Metric Tonnes,1150,1220,1280,Rs./Quintal
Uttar Pradesh,Chandauli,Chandoli APMC,Vegetables,Potato,02-04-23,0,85,Metric Tonnes,625,675,700,Rs./Quintal
Uttar Pradesh,Chandauli,Chandoli APMC,Vegetables,Tomato,02-04-23,0,11,Metric Tonnes,775,830,875,Rs./Quintal
Uttar Pradesh,Chandauli,Chandoli APMC,Vegetables,Onion,03-04-23,0,36,Metric Tonnes,1150,1200,1275,Rs./Quintal
Uttar Pradesh,Chandauli,Chandoli APMC,Vegetables,Potato,03-04-23,0,95,Metric Tonnes,650,700,750,Rs./Quintal
Uttar Pradesh,Chandauli,Chandoli APMC,Vegetables,Tomato,03-04-23,0,14,Metric Tonnes,680,740,820,Rs./Quintal
Uttar Pradesh,Chandauli,Chandoli APMC,Vegetables,Onion,04-04-23,0,34,Metric Tonnes,1160,1210,1270,Rs./Quintal
Uttar Pradesh,Chandauli,Chandoli APMC,Vegetables,Potato,04-04-23,0,87.5,Metric Tonnes,675,705,750,Rs./Quintal
Uttar Pradesh,Chandauli,Chandoli APMC,Vegetables,Tomato,04-04-23,0,14.5,Metric Tonnes,700,750,800,Rs./Quintal
Uttar Pradesh,Chandauli,Chandoli APMC,Vegetables,Onion,05-04-23,0,37,Metric Tonnes,1160,1225,1300,Rs./Quintal
Uttar Pradesh,Chandauli,Chandoli APMC,Vegetables,Potato,05-04-23,0,92.5,Metric Tonnes,650,700,750,Rs./Quintal
Uttar Pradesh,Chandauli,Chandoli APMC,Vegetables,Tomato,05-04-23,0,15,Metric Tonnes,700,800,900,Rs./Quintal
Uttar Pradesh,Chandauli,Chandoli APMC,Vegetables,Onion,06-04-23,0,35,Metric Tonnes,1150,1220,1300,Rs./Quintal
Uttar Pradesh,Chandauli,Chandoli APMC,Vegetables,Potato,06-04-23,0,97.5,Metric Tonnes,670,710,770,Rs./Quintal
Uttar Pradesh,Chandauli,Chandoli APMC,Vegetables,Tomato,06-04-23,0,14,Metric Tonnes,700,750,800,Rs./Quintal
Uttar Pradesh,Chandauli,Chandoli APMC,Vegetables,Onion,07-04-23,0,32.5,Metric Tonnes,1150,1200,1250,Rs./Quintal
Uttar Pradesh,Chandauli,Chandoli APMC,Vegetables,Potato,07-04-23,0,95,Metric Tonnes,650,700,750,Rs./Quintal
Uttar Pradesh,Chandauli,Chandoli APMC,Vegetables,Tomato,07-04-23,0,12.5,Metric Tonnes,750,800,850,Rs./Quintal
Uttar Pradesh,Chandauli,Chandoli APMC,Vegetables,Onion,08-04-23,0,36,Metric Tonnes,1150,1225,1275,Rs./Quintal
Uttar Pradesh,Chandauli,Chandoli APMC,Vegetables,Potato,08-04-23,0,87.5,Metric Tonnes,660,690,750,Rs./Quintal
Uttar Pradesh,Chandauli,Chandoli APMC,Vegetables,Tomato,08-04-23,0,13.5,Metric Tonnes,750,820,900,Rs./Quintal
Uttar Pradesh,Chandauli,Chandoli APMC,Vegetables,Onion,09-04-23,0,32,Metric Tonnes,1150,1200,1250,Rs./Quintal
Uttar Pradesh,Chandauli,Chandoli APMC,Vegetables,Potato,09-04-23,0,85,Metric Tonnes,655,700,750,Rs./Quintal
Uttar Pradesh,Chandauli,Chandoli APMC,Vegetables,Tomato,09-04-23,0,14,Metric Tonnes,775,825,875,Rs./Quintal
Uttar Pradesh,Chandauli,Chandoli APMC,Vegetables,Onion,10-04-23,0,35,Metric Tonnes,1160,1210,1280,Rs./Quintal
Uttar Pradesh,Chandauli,Chandoli APMC,Vegetables,Potato,10-04-23,0,95,Metric Tonnes,665,710,760,Rs./Quintal
Uttar Pradesh,Chandauli,Chandoli APMC,Vegetables,Tomato,10-04-23,0,13,Metric Tonnes,775,850,900,Rs./Quintal
Uttar Pradesh,Chandauli,Chandoli APMC,Vegetables,Onion,11-04-23,0,38,Metric Tonnes,1160,1225,1270,Rs./Quintal
Uttar Pradesh,Chandauli,Chandoli APMC,Vegetables,Potato,11-04-23,0,92.5,Metric Tonnes,675,720,765,Rs./Quintal
