State,District,Market,Commodity Group,Commodity,Date,MSP,Arrival Quantity,Arrival Unit,Min Price ,Modal Price,Max Price,Price Unit
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Potato,30-05-23,0,17.5,Metric Tonnes,900,930,950,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Tomato,30-05-23,0,1.1,Metric Tonnes,970,1000,1005,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Onion,31-05-23,0,5,Metric Tonnes,1070,1100,1115,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Potato,31-05-23,0,20,Metric Tonnes,900,930,960,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Tomato,31-05-23,0,0.9,Metric Tonnes,900,950,995,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Onion,01-06-23,0,5.5,Metric Tonnes,1060,1070,1100,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Potato,01-06-23,0,16,Metric Tonnes,900,930,965,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Tomato,01-06-23,0,0.7,Metric Tonnes,920,970,985,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Onion,02-06-23,0,7,Metric Tonnes,1090,1100,1120,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Potato,02-06-23,0,20,Metric Tonnes,920,950,970,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Tomato,02-06-23,0,0.9,Metric Tonnes,920,950,980,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Onion,03-06-23,0,4.5,Metric Tonnes,1060,1080,1100,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Potato,03-06-23,0,16,Metric Tonnes,890,925,965,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Tomato,03-06-23,0,1.1,Metric Tonnes,930,970,990,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Onion,05-06-23,0,6,Metric Tonnes,1080,1100,1135,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Potato,05-06-23,0,19,Metric Tonnes,930,950,980,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Tomato,05-06-23,0,1.3,Metric Tonnes,920,960,980,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Onion,06-06-23,0,7,Metric Tonnes,1040,1080,1110,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Potato,06-06-23,0,15,Metric Tonnes,900,940,970,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Tomato,06-06-23,0,0.8,Metric Tonnes,930,970,1000,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Onion,07-06-23,0,6,Metric Tonnes,1000,1040,1070,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Potato,07-06-23,0,17,Metric Tonnes,930,970,990,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Tomato,07-06-23,0,0.8,Metric Tonnes,930,970,990,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Onion,08-06-23,0,7,Metric Tonnes,1020,1060,1080,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Potato,08-06-23,0,15,Metric Tonnes,930,960,990,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Tomato,08-06-23,0,1.1,Metric Tonnes,930,950,990,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Onion,09-06-23,0,5.5,Metric Tonnes,950,1000,1040,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Potato,09-06-23,0,14,Metric Tonnes,930,960,995,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Potato,10-06-23,0,18,Metric Tonnes,970,990,1010,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Onion,12-06-23,0,8,Metric Tonnes,950,1000,1060,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Potato,12-06-23,0,15,Metric Tonnes,970,1000,1010,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Tomato,12-06-23,0,0.9,Metric Tonnes,960,1000,1020,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Onion,13-06-23,0,6,Metric Tonnes,950,1000,1070,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Potato,13-06-23,0,17,Metric Tonnes,970,1000,1015,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Tomato,13-06-23,0,1.2,Metric Tonnes,970,1000,1015,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Tomato,14-06-23,0,0.8,Metric Tonnes,1000,1020,1035,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Onion,15-06-23,0,6,Metric Tonnes,1000,1030,1055,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Potato,15-06-23,0,20,Metric Tonnes,970,1000,1030,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Tomato,15-06-23,0,0.7,Metric Tonnes,970,1010,1050,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Onion,16-06-23,0,5,Metric Tonnes,1000,1040,1080,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Potato,16-06-23,0,19,Metric Tonnes,980,1020,1050,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Tomato,16-06-23,0,0.8,Metric Tonnes,1020,1060,1080,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Onion,17-06-23,0,6,Metric Tonnes,1070,1090,1110,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Potato,17-06-23,0,18,Metric Tonnes,1000,1030,1065,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Tomato,17-06-23,0,0.9,Metric Tonnes,1150,1200,1230,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Onion,19-06-23,0,6,Metric Tonnes,1060,1070,1090,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Potato,19-06-23,0,20,Metric Tonnes,1000,1030,1040,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Tomato,19-06-23,0,0.6,Metric Tonnes,1250,1280,1310,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Onion,20-06-23,0,4,Metric Tonnes,1060,1080,1110,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Potato,20-06-23,0,17,Metric Tonnes,970,1000,1030,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Tomato,20-06-23,0,0.9,Metric Tonnes,1280,1300,1320,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Onion,21-06-23,0,4,Metric Tonnes,1070,1090,1100,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Potato,21-06-23,0,16,Metric Tonnes,1000,1020,1035,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Onion,22-06-23,0,5.5,Metric Tonnes,1000,1040,1080,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Potato,22-06-23,0,20,Metric Tonnes,990,1010,1040,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Tomato,22-06-23,0,0.6,Metric Tonnes,1290,1300,1340,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Onion,23-06-23,0,6,Metric Tonnes,1000,1030,1070,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Potato,23-06-23,0,18,Metric Tonnes,1000,1015,1035,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Tomato,23-06-23,0,0.8,Metric Tonnes,1010,1025,1045,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Onion,24-06-23,0,5,Metric Tonnes,1060,1070,1090,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Potato,24-06-23,0,14,Metric Tonnes,1000,1020,1030,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Tomato,24-06-23,0,0.6,Metric Tonnes,1290,1300,1330,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Onion,26-06-23,0,5,Metric Tonnes,1080,1100,1110,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Potato,26-06-23,0,20,Metric Tonnes,980,1000,1030,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Tomato,26-06-23,0,0.5,Metric Tonnes,2000,2040,2080,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Onion,27-06-23,0,7,Metric Tonnes,1090,1100,1120,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Potato,27-06-23,0,16,Metric Tonnes,1000,1025,1035,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Tomato,27-06-23,0,0.5,Metric Tonnes,2730,2750,2780,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Onion,28-06-23,0,7,Metric Tonnes,1080,1100,1130,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Potato,28-06-23,0,14,Metric Tonnes,1010,1030,1040,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Tomato,28-06-23,0,0.7,Metric Tonnes,3300,3340,3380,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Onion,29-06-23,0,6,Metric Tonnes,1050,1080,1110,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Potato,29-06-23,0,13,Metric Tonnes,950,1000,1050,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Tomato,29-06-23,0,0.4,Metric Tonnes,4800,4850,4900,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Onion,30-06-23,0,4,Metric Tonnes,1070,1100,1130,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Potato,30-06-23,0,18,Metric Tonnes,1000,1030,1060,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Onion,03-07-23,0,8,Metric Tonnes,1100,1120,1140,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Potato,03-07-23,0,25,Metric Tonnes,1030,1060,1080,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Lemon,04-07-23,-,9,Metric Tonnes,2730,2750,2780,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Onion,04-07-23,0,4.5,Metric Tonnes,1130,1160,1180,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Potato,04-07-23,0,17,Metric Tonnes,1070,1100,1150,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Tomato,04-07-23,0,0.5,Metric Tonnes,6000,6020,6035,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Onion,05-07-23,0,6,Metric Tonnes,1170,1200,1230,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Potato,05-07-23,0,16,Metric Tonnes,1080,1110,1135,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Tomato,05-07-23,0,0.3,Metric Tonnes,5900,5940,5980,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Onion,06-07-23,0,6.5,Metric Tonnes,1130,1160,1190,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Potato,06-07-23,0,16,Metric Tonnes,1100,1140,1170,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Tomato,06-07-23,0,0.4,Metric Tonnes,6130,6150,6170,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Onion,07-07-23,0,4.5,Metric Tonnes,1200,1220,1240,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Potato,07-07-23,0,15,Metric Tonnes,1130,1160,1180,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Tomato,07-07-23,0,0.3,Metric Tonnes,6400,6430,6470,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Onion,10-07-23,0,4,Metric Tonnes,1430,1450,1480,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Potato,10-07-23,0,12,Metric Tonnes,1130,1160,1180,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Onion,11-07-23,0,6,Metric Tonnes,1400,1430,1450,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Potato,11-07-23,0,15,Metric Tonnes,1120,1140,1165,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Tomato,11-07-23,0,0.5,Metric Tonnes,7000,7020,7050,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Onion,12-07-23,0,5,Metric Tonnes,1430,1470,1490,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Potato,12-07-23,0,17,Metric Tonnes,1130,1160,1175,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Tomato,12-07-23,0,0.3,Metric Tonnes,7130,7150,7180,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Onion,13-07-23,0,4,Metric Tonnes,1470,1500,1520,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Potato,13-07-23,0,16,Metric Tonnes,1130,1160,1180,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Onion,14-07-23,0,6,Metric Tonnes,1500,1540,1560,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Potato,14-07-23,0,14,Metric Tonnes,1100,1130,1160,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Onion,15-07-23,0,7,Metric Tonnes,1520,1540,1570,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Potato,15-07-23,0,18,Metric Tonnes,1130,1150,1175,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Tomato,15-07-23,0,0.6,Metric Tonnes,7230,7270,7300,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Onion,17-07-23,0,6,Metric Tonnes,1500,1530,1550,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Potato,17-07-23,0,17,Metric Tonnes,1100,1140,1165,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Tomato,17-07-23,0,0.6,Metric Tonnes,7300,7320,7340,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Onion,18-07-23,0,6,Metric Tonnes,1510,1530,1560,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Potato,18-07-23,0,15,Metric Tonnes,1130,1140,1175,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Tomato,18-07-23,0,0.4,Metric Tonnes,7530,7570,7600,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Onion,19-07-23,0,8,Metric Tonnes,1540,1570,1600,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Potato,19-07-23,0,16,Metric Tonnes,1130,1160,1185,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Tomato,19-07-23,0,0.5,Metric Tonnes,7560,7630,7670,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Onion,20-07-23,0,7,Metric Tonnes,1530,1560,1590,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Potato,20-07-23,0,20,Metric Tonnes,1140,1170,1200,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Tomato,20-07-23,0,0.5,Metric Tonnes,7600,7630,7660,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Onion,21-07-23,0,5,Metric Tonnes,1530,1560,1590,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Potato,21-07-23,0,18,Metric Tonnes,1140,1170,1185,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Tomato,21-07-23,0,0.7,Metric Tonnes,7540,7600,7640,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Onion,22-07-23,0,4.5,Metric Tonnes,1530,1560,1575,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Potato,22-07-23,0,17,Metric Tonnes,1140,1170,1190,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Tomato,22-07-23,0,0.5,Metric Tonnes,7520,7550,7580,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Onion,24-07-23,0,6,Metric Tonnes,1520,1540,1570,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Potato,24-07-23,0,23,Metric Tonnes,1120,1150,1170,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Tomato,24-07-23,0,0.7,Metric Tonnes,7480,7520,7560,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Onion,25-07-23,0,5,Metric Tonnes,1535,1560,1575,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Potato,25-07-23,0,17,Metric Tonnes,1140,1160,1185,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Tomato,25-07-23,0,0.8,Metric Tonnes,7440,7470,7500,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Onion,26-07-23,0,6.5,Metric Tonnes,1530,1560,1580,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Potato,26-07-23,0,15,Metric Tonnes,1130,1160,1175,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Tomato,26-07-23,0,0.5,Metric Tonnes,7430,7460,7520,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Onion,27-07-23,0,5,Metric Tonnes,1530,1560,1590,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Potato,27-07-23,0,18,Metric Tonnes,1120,1140,1160,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Tomato,27-07-23,0,0.5,Metric Tonnes,7500,7530,7580,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Onion,28-07-23,0,7,Metric Tonnes,1520,1540,1585,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Potato,28-07-23,0,20,Metric Tonnes,1100,1130,1165,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Tomato,28-07-23,0,0.6,Metric Tonnes,7460,7520,7570,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Onion,29-07-23,0,5.5,Metric Tonnes,1530,1560,1575,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Potato,29-07-23,0,13,Metric Tonnes,1120,1150,1170,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Tomato,29-07-23,0,0.5,Metric Tonnes,7800,7900,7950,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Onion,31-07-23,0,4,Metric Tonnes,1500,1550,1580,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Potato,31-07-23,0,15,Metric Tonnes,1130,1160,1185,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Onion,01-08-23,0,6,Metric Tonnes,1540,1580,1600,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Potato,01-08-23,0,20,Metric Tonnes,1140,1190,1220,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Onion,02-08-23,0,5,Metric Tonnes,1530,1560,1580,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Potato,02-08-23,0,17,Metric Tonnes,1130,1160,1200,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Onion,03-08-23,0,4,Metric Tonnes,1530,1550,1575,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Potato,03-08-23,0,24,Metric Tonnes,1150,1180,1210,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Onion,04-08-23,0,4,Metric Tonnes,1550,1580,1610,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Potato,04-08-23,0,14,Metric Tonnes,1130,1180,1230,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Onion,05-08-23,0,7,Metric Tonnes,1570,1600,1630,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Vegetables,Potato,05-08-23,0,20,Metric Tonnes,1180,1200,1240,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Mohammdi APMC,Vegetables,Onion,31-03-23,0,3.5,Metric Tonnes,1120,1170,1210,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Mohammdi APMC,Vegetables,Potato,31-03-23,0,17.5,Metric Tonnes,510,585,610,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Mohammdi APMC,Vegetables,Tomato,31-03-23,0,12.5,Metric Tonnes,710,750,800,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Mohammdi APMC,Vegetables,Onion,01-04-23,0,4.5,Metric Tonnes,1100,1165,1200,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Mohammdi APMC,Vegetables,Potato,01-04-23,0,17,Metric Tonnes,580,625,660,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Mohammdi APMC,Vegetables,Tomato,01-04-23,0,11.5,Metric Tonnes,800,850,900,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Mohammdi APMC,Vegetables,Onion,03-04-23,0,3.5,Metric Tonnes,1160,1190,1220,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Mohammdi APMC,Vegetables,Potato,03-04-23,0,16,Metric Tonnes,590,640,660,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Mohammdi APMC,Vegetables,Tomato,03-04-23,0,8.5,Metric Tonnes,830,900,940,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Mohammdi APMC,Vegetables,Onion,04-04-23,0,5.5,Metric Tonnes,1120,1185,1210,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Mohammdi APMC,Vegetables,Potato,04-04-23,0,15.5,Metric Tonnes,560,645,650,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Mohammdi APMC,Vegetables,Tomato,04-04-23,0,7.5,Metric Tonnes,860,925,960,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Mohammdi APMC,Vegetables,Onion,05-04-23,0,4,Metric Tonnes,1160,1185,1220,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Mohammdi APMC,Vegetables,Potato,05-04-23,0,17.5,Metric Tonnes,580,645,660,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Mohammdi APMC,Vegetables,Tomato,05-04-23,0,8.5,Metric Tonnes,900,935,960,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Mohammdi APMC,Vegetables,Onion,06-04-23,0,3,Metric Tonnes,1140,1190,1220,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Mohammdi APMC,Vegetables,Potato,06-04-23,0,16.5,Metric Tonnes,560,640,660,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Mohammdi APMC,Vegetables,Tomato,06-04-23,0,4,Metric Tonnes,900,960,1000,Rs./Quintal
Uttar Pradesh,Khiri (Lakhimpur),Mohammdi APMC,Vegetables,Onion,07-04-23,0,5.5,Metric Tonnes,1160,1200,1240,Rs./Quintal
